9_1_0,23_1_0,23_1_1
9_1_3965,Appropriateness,23_1_5299
9_1_3966,Galactose,23_1_506
9_1_3967,CatabolicProcess,23_1_5300
9_1_3968,GalactoseOnePhosphateUridylTransferase,23_1_506
9_1_3969,CatabolicProcess,23_1_5302
9_1_3970,MetabolicProcess,23_1_5303
9_1_3971,AnabolicProcess,23_1_5302
9_1_3972,BodyStructure,23_1_5304
9_1_3973,Calculus,23_1_5305
9_1_3974,GallStone,23_1_5307
9_1_3975,PathologicalPhenomenon,23_1_5310
9_1_3976,Cell,23_1_5312
9_1_3977,Constructing,23_1_5313
9_1_3978,NecrosingLesion,23_1_5316
9_1_3979,Substance,23_1_5317
9_1_3980,PhysicalPresentation,23_1_5318
9_1_3981,Adenocyte,23_1_5319
9_1_3982,Substance,23_1_5320
9_1_3983,Flow,23_1_5321
9_1_3984,BodyProcess,23_1_854
9_1_3985,Motility,23_1_854
9_1_3986,AtrophicLesion,23_1_5328
9_1_3987,HypertrophicLesion,23_1_5328
9_1_3988,Pain,23_1_5329
9_1_3989,Palpating,23_1_5330
9_1_3990,PathologicalPhenomenon,23_1_5330
9_1_3991,Peristalsis,23_1_5331
9_1_3992,Route,23_1_5333
9_1_3993,Secretion,23_1_854
9_1_3994,GastrointestinalTransport,23_1_854
9_1_3995,Vein,23_1_5334
9_1_3996,PerforatingLesion,23_1_5336
9_1_3997,InflammationLesion,23_1_320
9_1_3998,HaemorrhageLesion,23_1_5337
9_1_3999,BodyProcess,23_1_4043
9_1_4000,ObstructingLesion,23_1_3323
9_1_4001,MalignantCancer,23_1_911
9_1_4002,NeoplasticLesion,23_1_911
9_1_4003,UlceratingLesion,23_1_911
9_1_4004,NutrientAbsorption,23_1_4043
9_1_4005,Substance,23_1_5346
9_1_4006,PathologicalPhenomenon,23_1_5348
9_1_4007,Phenomenon,23_1_911
9_1_4008,GastrointestinalAbsorption,23_1_442
9_1_4009,InvestigationAct,23_1_5349
9_1_4010,Motility,23_1_5350
9_1_4011,Phenomenon,23_1_5351
9_1_4012,BodyWall,23_1_5352
9_1_4013,Pain,23_1_911
9_1_4014,Peristalsis,23_1_4043
9_1_4015,Secretion,23_1_4043
9_1_4016,PathologicalPhenomenon,23_1_911
9_1_4017,Speed,23_1_5360
9_1_4018,Flow,23_1_5361
9_1_4019,CardiacSphincterIncompetence,23_1_5365
9_1_4020,NonDirectInspecting,23_1_5367
9_1_4021,CatabolicProcess,23_1_5368
9_1_4022,LysosomalAccumulation,23_1_5370
9_1_4023,PhysicalPresentation,23_1_5371
9_1_4024,Gelatin,23_1_273
9_1_4025,Sign,23_1_5373
9_1_4026,Symptom,23_1_5373
9_1_4027,Anaesthesia,23_1_5374
9_1_4028,Sign,23_1_1220
9_1_4029,SurgicalProcedure,23_1_5375
9_1_4030,ClinicalSpeciality,23_1_5376
9_1_4031,Phenomenon,23_1_649
9_1_4032,Paraesthesia,23_1_5377
9_1_4033,Seizure,23_1_5379
9_1_4034,TonicClonicSeizure,23_1_5379
9_1_4035,SynovialMembrane,23_1_5380
9_1_4036,Bleeding,23_1_2376
9_1_4037,Displacement,23_1_5385
9_1_4038,BodyStructure,23_1_5386
9_1_4039,NeoplasticLesion,23_1_2376
9_1_4040,UlceratingLesion,23_1_5387
9_1_4041,ExaminingProcess,23_1_1255
9_1_4042,Pain,23_1_1255
9_1_4043,PathologicalPhenomenon,23_1_1255
9_1_4044,Sign,23_1_1255
9_1_4045,BodyStructure,23_1_5388
9_1_4046,Phenomenon,23_1_1255
9_1_4047,NeoplasticProcess,23_1_5389
9_1_4048,Phenomenon,23_1_5390
9_1_4049,ExaminingProcess,23_1_5393
9_1_4050,PathologicalPhenomenon,23_1_5394
9_1_4051,BleedingSymptom,23_1_4987
9_1_4052,SectionOfOralMucosa,23_1_5395
9_1_4053,NecrosisLesion,23_1_4987
9_1_4054,Route,23_1_5397
9_1_4055,UlceratingLesion,23_1_4987
9_1_4056,InflammationLesion,23_1_4987
9_1_4057,Epithelium,23_1_5401
9_1_4058,InfectionLesion,23_1_5403
9_1_4059,Secretion,23_1_5404
9_1_4060,LinearSegmentOfMaleUrethra,23_1_5407
9_1_4061,AtrophicLesion,23_1_5410
9_1_4062,FibrousMembrane,23_1_5412
9_1_4063,SynovialMembrane,23_1_5412
9_1_4064,ArticulationProcess,23_1_5416
9_1_4065,BasementMembrane,23_1_5421
9_1_4066,BloodFiltration,23_1_5422
9_1_4067,InflammationLesion,23_1_5423
9_1_4068,AtrophicLesion,23_1_4375
9_1_4069,InflammationLesion,23_1_4375
9_1_4070,ExaminingProcess,23_1_5431
9_1_4071,Glucagon,23_1_273
9_1_4072,Secretion,23_1_531
9_1_4073,ChemicalSubstance,23_1_2400
9_1_4074,Glucocorticoid,23_1_273
9_1_4075,Glucocorticoid,23_1_507
9_1_4076,Glucose,23_1_273
9_1_4077,Device,23_1_5442
9_1_4078,DetectingProcess,23_1_3024
9_1_4079,Transport,23_1_3024
9_1_4080,ActiveAbsorption,23_1_3024
9_1_4081,GlutamicAcid,23_1_273
9_1_4082,Muscle,23_1_5443
9_1_4083,Glycine,23_1_273
9_1_4084,MetabolicProcess,23_1_5447
9_1_4085,AnabolicProcess,23_1_529
9_1_4086,ChemicalSubstance,23_1_5448
9_1_4087,GlycopeptideChemical,23_1_273
9_1_4088,ChemicalSubstance,23_1_1444
9_1_4089,GlycosideChemical,23_1_273
9_1_4090,Glucose,23_1_494
9_1_4091,GlycosylatedHemoglobin,23_1_506
9_1_4092,NonNormalSwelling,23_1_3862
9_1_4093,ChemicalSubstance,23_1_1764
9_1_4094,BodyStructure,23_1_5451
9_1_4095,ChemicalSubstance,23_1_2823
9_1_4096,GonaderelinAnalogue,23_1_273
9_1_4097,Hormone,23_1_5453
9_1_4098,Gonadotrophin,23_1_273
9_1_4099,InfectionLesion,23_1_5454
9_1_4100,Quality,23_1_5455
9_1_4101,AutoimmuneProcess,23_1_2337
9_1_4102,AcquisitionMode,23_1_5458
9_1_4103,PathologicalAccumulation,23_1_5461
9_1_4104,TubercleOfMedullaOblongata,23_1_1074
9_1_4105,Phenomenon,23_1_1584
9_1_4106,PhysicalPresentation,23_1_5463
9_1_4107,Bacterium,23_1_5468
9_1_4108,Gramstaining,23_1_2281
9_1_4109,PhysicalPresentation,23_1_5470
9_1_4110,Granulocyte,23_1_1066
9_1_4111,PathologicalBodyStructure,23_1_5471
9_1_4112,Nodularity,23_1_5472
9_1_4113,GranulomaLesion,23_1_3634
9_1_4114,Juice,23_1_5473
9_1_4115,Device,23_1_3698
9_1_4116,Uterus,23_1_5474
9_1_4117,Gravidity,23_1_5475
9_1_4118,Oedema,23_1_5476
9_1_4119,Artery,23_1_1476
9_1_4120,Toe,23_1_5052
9_1_4121,Vein,23_1_1476
9_1_4122,BloodVessel,23_1_1476
9_1_4123,PathologicalPhenomenon,23_1_5486
9_1_4124,CornuOfHyoidBone,23_1_5488
9_1_4125,GreaterWing,23_1_2554
9_1_4126,Colour,23_1_5509
9_1_4127,Sedimentation,23_1_5511
9_1_4128,LongBoneFractureType,23_1_5512
9_1_4129,ColumnOfSpinalCord,23_1_5513
9_1_4130,ExaminingProcess,23_1_5514
9_1_4131,Displacement,23_1_5515
9_1_4132,GrowthHormone,23_1_273
9_1_4133,Device,23_1_5516
9_1_4134,PhysicalPresentation,23_1_5518
9_1_4135,HyperplasticLesion,23_1_4987
9_1_4136,HypertrophicLesion,23_1_4987
9_1_4137,Hallucination,23_1_5520
9_1_4138,Displacement,23_1_5526
9_1_4139,TransducingProcess,23_1_2701
9_1_4140,ThelarcheProcess,23_1_5527
9_1_4141,AnabolicProcess,23_1_5528
9_1_4142,BloodVessel,23_1_1524
9_1_4143,BenignNeoplasticProcess,23_1_640
9_1_4144,Vomitus,23_1_5531
9_1_4145,HaematemesisProcess,23_1_223
9_1_4146,HaematemesisProcess,23_1_129
9_1_4147,PathologicalPhenomenon,23_1_1194
9_1_4148,GeneralisedProcess,23_1_2489
9_1_4149,ModifierConcept,23_1_5534
9_1_4150,Distribution,23_1_5535
9_1_4151,Urine,23_1_5536
9_1_4152,Dialysing,23_1_2489
9_1_4153,Hemoglobin,23_1_506
9_1_4154,InvestigationAct,23_1_5538
9_1_4155,Hemoglobin,23_1_494
9_1_4156,Lysing,23_1_1771
9_1_4157,LowHaemoglobinConcentration,23_1_5539
9_1_4158,Blood,23_1_5542
9_1_4159,BodyStructure,23_1_5544
9_1_4160,Tissue,23_1_5545
9_1_4161,Expectoration,23_1_5546
9_1_4162,Haemoptysis,23_1_129
9_1_4163,Bleeding,23_1_143
9_1_4164,HaemorrhageLesion,23_1_223
9_1_4165,Blood,23_1_5548
9_1_4166,Cystitis,23_1_5549
9_1_4167,SkinBulla,23_1_5550
9_1_4168,PermanentCentralNeuropathy,23_1_5551
9_1_4169,TubularCardiovascularComponent,23_1_5552
9_1_4170,ChemicalDeposition,23_1_5554
9_1_4171,Blood,23_1_3228
9_1_4172,Colour,23_1_5555
9_1_4173,Route,23_1_5556
9_1_4174,FractureComplexity,23_1_5557
9_1_4175,BCellChronicLymphocyticLeukaemia,23_1_5558
9_1_4176,HairyCellLymphocyte,23_1_1066
9_1_4177,Semicircle,23_1_5559
9_1_4178,Halitosis,23_1_129
9_1_4179,JointStiffness,23_1_5561
9_1_4180,ExaminingProcess,23_1_5589
9_1_4181,Joint,23_1_1623
9_1_4182,StriatedMuscle,23_1_1623
9_1_4183,MuscularAtrophySymptom,23_1_5590
9_1_4184,OedemaSymptom,23_1_5591
9_1_4185,Displacement,23_1_5592
9_1_4186,PlanarDefect,23_1_3165
9_1_4187,Behaviour,23_1_3914
9_1_4188,ReasoningProcess,23_1_5600
9_1_4189,BodyStructure,23_1_5601
9_1_4190,AutoimmuneProcess,23_1_5604
9_1_4191,AllergyProcess,23_1_5608
9_1_4192,ExaminingProcess,23_1_5638
9_1_4193,BonyHead,23_1_5639
9_1_4194,BonyHead,23_1_2417
9_1_4195,BonyHead,23_1_3575
9_1_4196,BonyHead,23_1_3682
9_1_4197,BonyHead,23_1_4148
9_1_4198,BonyHead,23_1_4149
9_1_4199,BonyHead,23_1_4116
9_1_4200,BonyHead,23_1_4187
9_1_4201,BonyHead,23_1_3506
9_1_4202,BonyHead,23_1_647
9_1_4203,BonyHead,23_1_312
9_1_4204,BonyHead,23_1_2558
9_1_4205,BonyHead,23_1_5644
9_1_4206,BonyHead,23_1_3536
9_1_4207,Dermatome,23_1_1625
9_1_4208,ExaminingProcess,23_1_5648
9_1_4209,Displacement,23_1_5649
9_1_4210,PainSymptomCharacter,23_1_5650
9_1_4211,Noise,23_1_5651
9_1_4212,Speech,23_1_5651
9_1_4213,ExternalStimulusSensation,23_1_5652
9_1_4214,Hearing,23_1_206
9_1_4215,ExaminingProcess,23_1_5654
9_1_4216,PathologicalPhenomenon,23_1_5654
9_1_4217,Hearing,23_1_129
9_1_4218,CardiacMuscleContractionProcess,23_1_2929
9_1_4219,ExaminingProcess,23_1_2929
9_1_4220,Frequency,23_1_2652
9_1_4221,ExaminingProcess,23_1_5685
9_1_4222,BodyStructure,23_1_5686
9_1_4223,Auscultating,23_1_2929
9_1_4224,BodyStructure,23_1_3671
9_1_4225,Commissure,23_1_5687
9_1_4226,Cusp,23_1_5687
9_1_4227,PathologicalProcess,23_1_5689
9_1_4228,PathologicalPhenomenon,23_1_5689
9_1_4229,Lunule,23_1_5687
9_1_4230,Nodule,23_1_5691
9_1_4231,ObstructingLesion,23_1_1093
9_1_4232,InternalOrifice,23_1_5687
9_1_4233,HeartValveIncompetence,23_1_1492
9_1_4234,Stricture,23_1_1093
9_1_4235,BodyWall,23_1_2938
9_1_4236,Blindness,23_1_5699
9_1_4237,ParalysisProcess,23_1_5700
9_1_4238,PericardialSpace,23_1_1148
9_1_4239,HaemorrhageLesion,23_1_5701
9_1_4240,HaemorrhageLesion,23_1_5336
9_1_4241,ChemicalSubstance,23_1_5702
9_1_4242,Heparin,23_1_273
9_1_4243,ImmuneResponse,23_1_5703
9_1_4244,DamageLesion,23_1_5704
9_1_4245,BloodVessel,23_1_5706
9_1_4246,PathologicalPhenomenon,23_1_1253
9_1_4247,Encephalopathy,23_1_5707
9_1_4248,BodyProcess,23_1_2441
9_1_4249,DamageLesion,23_1_3634
9_1_4250,Lymphnode,23_1_5709
9_1_4251,NecrosisLesion,23_1_3634
9_1_4252,ChangeProcess,23_1_5710
9_1_4253,NeoplasticLesion,23_1_1253
9_1_4254,NecrosisLesion,23_1_5704
9_1_4255,BenignNeoplasticProcess,23_1_3254
9_1_4256,Visceromegaly,23_1_5720
9_1_4257,PhysicalPresentation,23_1_5721
9_1_4258,SclerosisLesion,23_1_5727
9_1_4259,SclerosisLesion,23_1_5728
9_1_4260,PathologicalBodyStructure,23_1_5729
9_1_4261,ViralInfectionLesion,23_1_5730
9_1_4262,ViralInfectionLesion,23_1_5731
9_1_4263,InfectionLesion,23_1_5731
9_1_4264,PathologicalBodyStructure,23_1_5733
9_1_4265,GeneticZygocity,23_1_5734
9_1_4266,DiaphragmaticHernia,23_1_5736
9_1_4267,DiaphragmaticSpasm,23_1_5737
9_1_4268,HighBodyWeight,23_1_649
9_1_4269,Hilum,23_1_5742
9_1_4270,Hilum,23_1_5743
9_1_4271,Hilum,23_1_5744
9_1_4272,Joint,23_1_5748
9_1_4273,ExaminingProcess,23_1_5763
9_1_4274,SynovialMembrane,23_1_2893
9_1_4275,BodyCavity,23_1_5768
9_1_4276,ExaminingProcess,23_1_5769
9_1_4277,Displacement,23_1_5770
9_1_4278,Sign,23_1_5763
9_1_4279,Symptom,23_1_5763
9_1_4280,Histidine,23_1_273
9_1_4281,Macrophage,23_1_5771
9_1_4282,ConnectiveTissue,23_1_5772
9_1_4283,Feature,23_1_5773
9_1_4284,presence,23_1_5774
9_1_4285,presence,23_1_5775
9_1_4286,presence,23_1_5776
9_1_4287,presence,23_1_5777
9_1_4288,presence,23_1_5778
9_1_4289,CholestaticJaundice,23_1_5391
9_1_4290,presence,23_1_5779
9_1_4291,presence,23_1_5780
9_1_4292,presence,23_1_5781
9_1_4293,presence,23_1_5782
9_1_4294,presence,23_1_5783
9_1_4295,presence,23_1_5784
9_1_4296,presence,23_1_5785
9_1_4297,presence,23_1_5786
9_1_4298,Pruritus,23_1_5391
9_1_4299,presence,23_1_5787
9_1_4300,presence,23_1_5788
9_1_4301,presence,23_1_5789
9_1_4302,presence,23_1_5790
9_1_4303,presence,23_1_5791
9_1_4304,presence,23_1_5792
9_1_4305,SurgicalDeed,23_1_5793
9_1_4306,presence,23_1_5794
9_1_4307,presence,23_1_5795
9_1_4308,HoarseSpeech,23_1_129
9_1_4309,Device,23_1_5799
9_1_4310,SolidStructure,23_1_5800
9_1_4311,Graft,23_1_5801
9_1_4312,BiologicalCardiacValveProsthesis,23_1_5801
9_1_4313,TissueGraft,23_1_5801
9_1_4314,GeneticZygocity,23_1_5802
9_1_4315,Penis,23_1_5803
9_1_4316,HorizontalFissure,23_1_5804
9_1_4317,ChemicalSubstance,23_1_507
9_1_4318,Horn,23_1_5805
9_1_4319,Horn,23_1_5806
9_1_4320,Shape,23_1_5808
9_1_4321,Artery,23_1_5810
9_1_4322,LiquidFood,23_1_5811
9_1_4323,SkinFlushing,23_1_5812
9_1_4324,TeaDrink,23_1_5811
9_1_4325,ExternalStimulusSensation,23_1_5813
9_1_4326,HumanBite,23_1_129
9_1_4327,Condyle,23_1_926
9_1_4328,Epicondyle,23_1_926
9_1_4329,Fracture,23_1_5816
9_1_4330,NutrientArtery,23_1_5817
9_1_4331,Shaft,23_1_5818
9_1_4332,Eminence,23_1_2417
9_1_4333,CatabolicProcess,23_1_5820
9_1_4334,CatabolicProcess,23_1_5822
9_1_4335,LysosomalAccumulation,23_1_5823
9_1_4336,LysosomalAccumulation,23_1_5824
9_1_4337,SyphiliticHypoplasia,23_1_5826
9_1_4338,PathologicalBodyStructure,23_1_5827
9_1_4339,Cyst,23_1_5831
9_1_4340,Effusion,23_1_5833
9_1_4341,HydrogenPeroxide,23_1_273
9_1_4342,Sarcoidosis,23_1_5840
9_1_4343,Acidosis,23_1_5841
9_1_4344,Acidosis,23_1_5842
9_1_4345,Joint,23_1_1619
9_1_4346,ImmunoglobulinG,23_1_506
9_1_4347,Hyperhidrosis,23_1_649
9_1_4348,HypertrophicLesion,23_1_5843
9_1_4349,HypertrophicLesion,23_1_2618
9_1_4350,Hyperpigmentation,23_1_129
9_1_4351,GranulationTissue,23_1_5847
9_1_4352,PathologicalBodyStructure,23_1_3572
9_1_4353,ReflexMuscleContractionProcess,23_1_449
9_1_4354,ImmuneResponse,23_1_608
9_1_4355,Phenomenon,23_1_5848
9_1_4356,HypersensitivityProcess,23_1_5849
9_1_4357,HypersensitivityProcess,23_1_5850
9_1_4358,HypersensitivityProcess,23_1_5851
9_1_4359,HypersensitivityProcess,23_1_5852
9_1_4360,HypersensitivityProcess,23_1_5853
9_1_4361,HypersensitivityProcess,23_1_5854
9_1_4362,HypersensitivityProcess,23_1_5855
9_1_4363,HypersensitivityProcess,23_1_5856
9_1_4364,HypertensionOfPregnancy,23_1_5857
9_1_4365,SystemicHypertension,23_1_5858
9_1_4366,CardiacPathology,23_1_5859
9_1_4367,PathologicalPhenomenon,23_1_5859
9_1_4368,Nephropathy,23_1_5859
9_1_4369,IncreasedThyroidSecretion,23_1_143
9_1_4370,Level,23_1_5862
9_1_4371,Cardiomyopathy,23_1_5863
9_1_4372,PathologicalBodyStructure,23_1_5864
9_1_4373,BodyStructure,23_1_5865
9_1_4374,Vitaminosis,23_1_5867
9_1_4375,Vitaminosis,23_1_5868
9_1_4376,Blood,23_1_5869
9_1_4377,Alkalosis,23_1_5873
9_1_4378,Displacement,23_1_5874
9_1_4379,HypochondrialPain,23_1_129
9_1_4380,Colour,23_1_5875
9_1_4381,Displacement,23_1_5876
9_1_4382,ExaminingProcess,23_1_5881
9_1_4383,Alkalosis,23_1_5882
9_1_4384,Mania,23_1_5883
9_1_4385,LowHaemoglobinConcentration,23_1_5885
9_1_4386,CardiacMuscle,23_1_5886
9_1_4387,PathologicalBodyStructure,23_1_3573
9_1_4388,CardiacMuscle,23_1_5887
9_1_4389,Pus,23_1_5869
9_1_4390,AbnormalMaleUrethralMeatus,23_1_5888
9_1_4391,PathologicalPhenomenon,23_1_5889
9_1_4392,IntracranialNucleus,23_1_3455
9_1_4393,DecreasedThyroidSecretion,23_1_143
9_1_4394,Device,23_1_5895
9_1_4395,DirectInspecting,23_1_2718
9_1_4396,PathologicalBodyStructure,23_1_5896
9_1_4397,PathologicalBodyStructure,23_1_5897
9_1_4398,PathologicalBodyProcess,23_1_5898
9_1_4399,Displacement,23_1_5900
9_1_4400,BodyCavity,23_1_5902
9_1_4401,Peristalsis,23_1_5903
9_1_4402,InflammationLesion,23_1_5904
9_1_4403,Displacement,23_1_5917
9_1_4404,Lymphnode,23_1_5918
9_1_4405,Displacement,23_1_5920
9_1_4406,IliacPain,23_1_129
9_1_4407,LinearSegmentOfUreter,23_1_5921
9_1_4408,Multiple,23_1_5924
9_1_4409,Device,23_1_2846
9_1_4410,InvestigationAct,23_1_5933
9_1_4411,Multiple,23_1_5934
9_1_4412,ChemicalSubstance,23_1_3301
9_1_4413,ImidazoleChemical,23_1_273
9_1_4414,ChemicalSubstance,23_1_5935
9_1_4415,ImidazopyridineChemical,23_1_273
9_1_4416,PharmacologicallyActing,23_1_5936
9_1_4417,DrugReleasing,23_1_5936
9_1_4418,Device,23_1_5938
9_1_4419,InflammationLesion,23_1_518
9_1_4420,Phenomenon,23_1_5939
9_1_4421,PathologicalPhenomenon,23_1_5940
9_1_4422,Phenomenon,23_1_5940
9_1_4423,BodyProcess,23_1_5942
9_1_4424,Inhibiting,23_1_5943
9_1_4425,CerebrovascularCirculation,23_1_5944
9_1_4426,Diameter,23_1_5946
9_1_4427,Diameter,23_1_5947
9_1_4428,Diameter,23_1_5948
9_1_4429,Diameter,23_1_5949
9_1_4430,Diameter,23_1_5950
9_1_4431,Diameter,23_1_5951
9_1_4432,Palpability,23_1_5952
9_1_4433,Diameter,23_1_5953
9_1_4434,GeneralisedProcess,23_1_5958
9_1_4435,ImplantablePlug,23_1_5961
9_1_4436,GeneralisedProcess,23_1_5963
9_1_4437,Implanting,23_1_1536
9_1_4438,Impotence,23_1_129
9_1_4439,Phenomenon,23_1_5965
9_1_4440,Speech,23_1_5968
9_1_4441,DiseaseSeverityStage,23_1_5969
9_1_4442,SurfaceOfCrownOfAnteriorTooth,23_1_746
9_1_4443,SurgicalIncising,23_1_5970
9_1_4444,Device,23_1_5971
9_1_4445,BodyStructure,23_1_5972
9_1_4446,HerniaLesion,23_1_5973
9_1_4447,Notch,23_1_5976
9_1_4448,Coherence,23_1_5977
9_1_4449,SquintConcomitance,23_1_5978
9_1_4450,Completeness,23_1_5979
9_1_4451,StructuralExtent,23_1_5980
9_1_4452,IncoordinatedMovement,23_1_129
9_1_4453,IschaemicProcess,23_1_4203
9_1_4454,Salivation,23_1_4203
9_1_4455,Finger,23_1_4192
9_1_4456,KeratinNail,23_1_4049
9_1_4457,Constructing,23_1_5989
9_1_4458,IndirectAnastomosisStructure,23_1_4087
9_1_4459,Spontaneity,23_1_5990
9_1_4460,CardiacArrest,23_1_5991
9_1_4461,IneffectiveConception,23_1_129
9_1_4462,IneffectiveMotorCoordination,23_1_5995
9_1_4463,AgeState,23_1_4550
9_1_4464,AbnormalPhenomenon,23_1_5998
9_1_4465,InfantFeedingProblem,23_1_129
9_1_4466,AgeState,23_1_5999
9_1_4467,AgeState,23_1_6000
9_1_4468,PathologicalBodyStructure,23_1_6002
9_1_4469,InfectionLesion,23_1_6003
9_1_4470,InfectionLesion,23_1_6004
9_1_4471,PathologicalPhenomenon,23_1_6005
9_1_4472,MicroOrganism,23_1_6006
9_1_4473,PathologicalCavity,23_1_6001
9_1_4474,Endocarditis,23_1_6010
9_1_4475,Nephritis,23_1_6011
9_1_4476,AngleOfScapula,23_1_1201
9_1_4477,ArticularFacet,23_1_6018
9_1_4478,ArticularFacet,23_1_6019
9_1_4479,ArticularFacetOfVertebra,23_1_6020
9_1_4480,BorderOfRib,23_1_1201
9_1_4481,Eminence,23_1_6022
9_1_4482,CerebellarPeduncle,23_1_1201
9_1_4483,ConjunctivalFornix,23_1_1201
9_1_4484,FasciaOfUrogenitalDiaphragm,23_1_1201
9_1_4485,DivisionOfMediastinum,23_1_1201
9_1_4486,MesentericArtery,23_1_1201
9_1_4487,NasalSinusMeatus,23_1_1293
9_1_4488,OutwardRotation,23_1_4500
9_1_4489,UpwardRotation,23_1_4500
9_1_4490,OrbitalSeptum,23_1_1201
9_1_4491,ParathyroidGland,23_1_1201
9_1_4492,PartOfPrecordium,23_1_1201
9_1_4493,SynovialMembrane,23_1_6047
9_1_4494,DownwardRotation,23_1_4500
9_1_4495,InwardRotation,23_1_4500
9_1_4496,SegmentOfBirthCanal,23_1_1293
9_1_4497,TarsalPlate,23_1_1201
9_1_4498,SynovialMembrane,23_1_6054
9_1_4499,ChordaeTendinae,23_1_6058
9_1_4500,PapillaryMuscle,23_1_6032
9_1_4501,VenaCava,23_1_1201
9_1_4502,CompressionLesion,23_1_6069
9_1_4503,PathologicalBodyStructure,23_1_6073
9_1_4504,InflammationLesion,23_1_6074
9_1_4505,InflammationLesion,23_1_6075
9_1_4506,InflammationLesion,23_1_6076
9_1_4507,InflammationLesion,23_1_6077
9_1_4508,InflammationLesion,23_1_4206
9_1_4509,InflammationLesion,23_1_6078
9_1_4510,Exudate,23_1_6079
9_1_4511,InflammatoryExudate,23_1_6080
9_1_4512,InflammationLesion,23_1_2929
9_1_4513,Infiltrate,23_1_6079
9_1_4514,Tissue,23_1_6073
9_1_4515,InternalRegion,23_1_6081
9_1_4516,InfectionLesion,23_1_6083
9_1_4517,Flow,23_1_3406
9_1_4518,GeneralisedStructure,23_1_1937
9_1_4519,PartOfPosteriorSurfaceOfScapula,23_1_6100
9_1_4520,VascularDilatationLesion,23_1_6109
9_1_4521,Infundibulum,23_1_1519
9_1_4522,Infusing,23_1_1536
9_1_4523,Device,23_1_6121
9_1_4524,Ingestion,23_1_1536
9_1_4525,HerniaLesion,23_1_6123
9_1_4526,Lymphnode,23_1_6127
9_1_4527,ExaminingProcess,23_1_6128
9_1_4528,Displacement,23_1_6129
9_1_4529,AnatomicalSurfaceTriangle,23_1_6130
9_1_4530,Multiple,23_1_6131
9_1_4531,SprayDevice,23_1_6134
9_1_4532,Inhibiting,23_1_2484
9_1_4533,Inhibiting,23_1_6135
9_1_4534,PlanarDefect,23_1_6136
9_1_4535,StartingProcess,23_1_6137
9_1_4536,Injecting,23_1_1536
9_1_4537,Injecting,23_1_6138
9_1_4538,Irritation,23_1_6139
9_1_4539,Displacement,23_1_6140
9_1_4540,PathologicalPhenomenon,23_1_2588
9_1_4541,SurfaceOfCheek,23_1_6146
9_1_4542,SurfaceOfLip,23_1_6146
9_1_4543,Substance,23_1_726
9_1_4544,StingLesion,23_1_6150
9_1_4545,InsectSting,23_1_129
9_1_4546,Inserting,23_1_1536
9_1_4547,Solubility,23_1_6151
9_1_4548,Insomnia,23_1_129
9_1_4549,Device,23_1_2286
9_1_4550,Inspiration,23_1_1536
9_1_4551,AirwayObstruction,23_1_6153
9_1_4552,StridorSymptom,23_1_6154
9_1_4553,InstallingProcess,23_1_1536
9_1_4554,Insulin,23_1_273
9_1_4555,BodyStructure,23_1_6155
9_1_4556,Phenomenon,23_1_6156
9_1_4557,Phenomenon,23_1_6157
9_1_4558,Phenomenon,23_1_6158
9_1_4559,GeneralisedProcess,23_1_6161
9_1_4560,Lymphnode,23_1_6171
9_1_4561,NerveDistribution,23_1_6176
9_1_4562,PieceOfGingiva,23_1_6181
9_1_4563,Interferon,23_1_273
9_1_4564,Interleukin2,23_1_273
9_1_4565,Completeness,23_1_6190
9_1_4566,TemporalPattern,23_1_3150
9_1_4567,UterineHaemorrhage,23_1_6193
9_1_4568,VaginalBleeding,23_1_6193
9_1_4569,SynovialMembrane,23_1_6194
9_1_4570,IschaemicLegPain,23_1_6195
9_1_4571,BodyStructure,23_1_408
9_1_4572,CervicalOs,23_1_6204
9_1_4573,VarixLesion,23_1_6206
9_1_4574,Lymphnode,23_1_6210
9_1_4575,BodyRegion,23_1_2577
9_1_4576,Lymphnode,23_1_6222
9_1_4577,AnatomicalShape,23_1_6223
9_1_4578,ExternalStimulusSensation,23_1_6224
9_1_4579,BodyRegion,23_1_6226
9_1_4580,SolidRegion,23_1_6227
9_1_4581,SphincterAniMuscle,23_1_2578
9_1_4582,AtLeastPairedBodyWall,23_1_2578
9_1_4583,InterosseousMembrane,23_1_6233
9_1_4584,InterosseousMembrane,23_1_6234
9_1_4585,InterosseusMuscle,23_1_6235
9_1_4586,InterosseusMuscle,23_1_6236
9_1_4587,MuscularAtrophySymptom,23_1_6237
9_1_4588,InterphalangealJoint,23_1_4120
9_1_4589,InterphalangealJoint,23_1_4190
9_1_4590,InterphalangealJoint,23_1_4124
9_1_4591,InterphalangealJoint,23_1_2431
9_1_4592,SynovialMembrane,23_1_6243
9_1_4593,DistalPhalangealHead,23_1_5081
9_1_4594,ProximalPhalangealHead,23_1_6244
9_1_4595,InterphalangealJoint,23_1_4049
9_1_4596,InterphalangealJoint,23_1_4050
9_1_4597,InterphalangealJoint,23_1_4051
9_1_4598,InterphalangealJoint,23_1_4052
9_1_4599,InterphalangealJoint,23_1_4140
9_1_4600,InterphalangealJoint,23_1_4144
9_1_4601,SynovialMembrane,23_1_6245
9_1_4602,DistalPhalangealHead,23_1_5078
9_1_4603,ProximalPhalangealHead,23_1_6246
9_1_4604,InterphalangealJoint,23_1_4048
9_1_4605,Constructing,23_1_6250
